participant_id,school_belong,school_fit_in,school_outsider,school_comfort,school_uncertain,class_belong,class_fit_in,class_outsider,class_comfort,class_uncertain,know_prior_class,moti_intris_interest,moti_intris_like,moti_util_now,moti_util_future,moti_util_grad,class_enjoy,class_disclose,class_perform,demograph_birth,demograph_gender_1,demograph_gender_2,demograph_gender_31,demograph_gender_32,demograph_gender_33,demograph_gender_34,demograph_gender_4,demograph_gender_34_TEXT,demograph_race_41,demograph_race_11,demograph_race_12,demograph_race_13,demograph_race_19,demograph_race_31,demograph_race_32,demograph_race_33,demograph_race_39,demograph_race_21,demograph_race_22,demograph_race_23,demograph_race_29,demograph_race_51,demograph_race_52,demograph_race_59,demograph_race_42,demograph_race_89,demograph_race_99,demograph_race_89_TEXT,demograph_aca_year,demograph_aca_year_6_TEXT,demograph_inter_stud,psych_major_likely,demograph_parent_edu,demograph_share_p2
138C,7,7,1,7,1,7,7,1,7,1,0,3,1,1,1,1,2,3,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,
138D,7,4,4,3,3,7,7,1,7,5,0,5,5,5,5,5,5,4,5,2001,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,5,37,
139A,6,6,2,6,3,4,4,2,6,3,1,2,2,2,2,3,2,4,6,2001,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,2,37,
139B,7,7,2,6,2,6,6,2,6,2,0,4,3,3,3,3,4,1,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,36,
139C,7,7,2,7,2,7,7,2,7,2,3,5,5,5,5,5,5,5,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,2,37,
139D,7,7,1,6,2,7,7,1,7,3,2,4,3,3,3,2,3,3,6,2001,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,
140A,7,7,1,7,2,7,7,1,7,1,1,4,4,4,4,4,5,4,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,37,N/A
140B,7,7,1,7,2,7,6,1,5,1,1,3,3,4,5,5,3,3,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,37,
140C,6,6,1,6,2,7,2,5,6,2,0,5,2,4,3,4,3,4,6,2000,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,4,,0,1,37,
140D,4,4,6,3,5,6,6,2,7,1,2,4,3,4,4,4,4,2,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,3,36,
141B,7,7,1,7,1,7,7,1,7,1,0,4,4,4,4,4,4,1,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,37,
141C,4,4,3,3,4,7,7,2,7,1,2,4,4,4,3,3,4,3,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,,1,,0,2,37,
142A,6,6,2,5,3,6,6,2,6,1,0,4,3,3,3,3,3,1,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,37,
142B,6,2,7,2,4,6,6,2,6,1,2,4,4,4,4,5,4,1,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,4,37,
142C,5,5,5,5,3,5,6,2,6,2,0,5,3,3,3,4,4,2,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,1,23,
142D,5,4,5,6,2,7,3,5,7,1,0,3,3,4,4,3,5,4,6,2000,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,4,,0,1,37,no
143A,5,5,5,4,3,6,6,2,6,2,3,4,4,5,5,5,4,4,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,
143B,7,7,1,7,1,6,6,2,6,1,0,4,3,4,4,4,4,4,6,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,2,37,
143C,7,6,3,2,2,7,6,2,1,1,2,5,5,5,5,5,5,5,6,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,2,36,
143D,5,5,5,5,3,6,6,2,2,3,3,3,3,3,3,3,4,3,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,3,37,no
144A,5,5,3,6,3,6,6,2,6,1,0,4,4,4,4,4,4,3,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,5,37,
144B,6,5,1,7,2,7,4,5,6,3,1,5,5,5,5,5,5,1,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,3,23,
144C,3,3,5,3,3,6,6,2,6,1,0,4,3,4,4,4,4,1,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,2,35,
145A,6,6,2,6,3,6,6,2,5,1,1,2,2,3,3,3,2,3,6,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,N/A
145C,7,7,1,7,1,6,6,1,7,2,2,2,1,1,1,1,1,4,5,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,36,no.
146A,7,6,2,6,2,7,7,1,6,1,0,5,4,4,4,4,4,3,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,36,N/A
146D,3,3,3,3,3,5,5,3,5,1,0,5,5,4,4,5,5,2,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,3,36,
148A,4,5,5,4,3,3,4,5,5,3,0,4,3,4,4,3,4,4,3,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,2,36,
148B,6,7,2,7,3,7,7,2,6,2,4,5,5,5,5,5,5,3,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,5,37,
148C,6,6,2,6,2,7,7,2,7,1,3,4,3,5,5,4,5,4,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,4,37,None
149A,6,6,2,5,2,6,6,2,6,1,2,4,4,3,3,3,4,4,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,4,37,NA
149B,6,6,2,6,3,6,6,1,7,1,1,5,3,4,3,3,4,3,6,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,37,
149C,5,5,5,5,3,6,6,2,6,1,0,4,4,4,3,3,4,2,5,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,3,,0,3,36,
150A,5,5,3,6,3,6,6,2,5,1,2,3,3,3,3,2,3,3,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,36,
150B,7,7,1,7,2,5,5,1,5,1,0,4,3,3,4,2,3,2,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,1,37,
151A,6,6,2,6,3,6,6,2,6,2,1,4,4,3,3,3,4,4,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,3,36,No issues
151B,6,6,2,5,2,7,7,1,7,1,1,5,4,4,4,4,5,4,6,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,36,Nothing in particular.
155A,6,7,1,7,3,7,7,1,7,1,0,5,5,3,4,4,5,3,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,,1,,0,3,37,
155B,7,7,1,6,2,7,7,1,7,1,0,4,2,3,4,3,4,3,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,37,
155C,5,5,2,7,3,5,5,5,4,4,1,4,3,4,4,3,4,3,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,36,
155D,4,4,4,5,3,4,6,5,5,3,1,4,3,3,3,4,3,1,5,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,37,none
156A,7,7,1,7,1,4,7,1,6,3,2,4,2,3,3,3,3,3,6,2001,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,36,
156B,4,5,5,5,3,7,7,1,7,1,0,3,4,4,4,4,3,4,5,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,2,36,
156C,5,5,5,6,3,6,6,2,6,1,0,4,3,3,4,4,4,1,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,37,
157A,6,6,2,6,3,4,6,2,7,1,0,3,2,2,2,1,4,1,6,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,37,N/A
157B,7,6,1,6,2,6,6,2,6,2,0,4,3,3,4,4,4,4,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,5,36,
158A,6,6,3,6,3,4,5,3,5,2,2,3,2,3,3,2,4,3,6,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,2,37,NA
158B,6,6,2,6,3,4,6,4,5,3,0,4,3,4,3,3,4,4,5,2000,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,3,,0,1,23,
159A,7,6,4,3,2,7,7,2,6,1,1,4,2,5,5,4,4,1,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,3,37,
159B,5,5,4,5,2,4,4,5,4,1,0,3,3,3,2,2,4,1,4,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,2,34,
160A,6,6,2,6,3,6,6,2,5,2,4,3,3,4,4,4,3,3,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,3,37,
160B,6,5,4,7,2,6,6,2,7,1,2,3,3,2,2,2,3,1,5,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,
160C,6,6,2,7,1,7,7,1,7,1,0,5,5,5,5,5,5,1,6,2001,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,37,
161A,6,6,2,5,2,5,6,2,6,3,3,4,4,3,4,5,4,3,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,,1,,0,4,36,
161B,7,7,1,6,1,6,6,2,6,2,3,4,3,3,4,4,4,4,6,2001,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,2,37,
166A,6,4,5,6,3,4,3,3,2,4,2,3,1,3,4,2,1,1,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,1,23,
166B,2,2,6,2,5,7,7,1,7,1,0,4,3,3,3,3,4,4,5,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,37,
166C,7,7,2,7,2,7,7,1,7,1,3,5,4,4,4,4,5,1,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,3,37,
